1/31/2018 12:09:01 PM
4.722234,1.56825,4.984492
4.722353,1.568138,4.984553
4.722303,1.567956,4.984694
4.722438,1.567657,4.984581
4.722534,1.5675,4.984653
4.72262,1.567345,4.984765
4.722729,1.5671,4.984813
4.722793,1.566848,4.984905
4.722859,1.566643,4.985028
4.722962,1.566453,4.985101
4.722998,1.566264,4.985204
4.723063,1.566165,4.985241
4.7232,1.566018,4.985199
4.723274,1.565946,4.985291
4.723352,1.565922,4.985366
4.723407,1.565954,4.985475
4.72353,1.566019,4.985477
4.723633,1.566057,4.985568
4.723632,1.566277,4.985842
4.72374,1.566344,4.98597
4.723878,1.566463,4.986061
4.723934,1.566717,4.986261
4.724051,1.566877,4.986248
4.724199,1.567009,4.986274
4.724377,1.567122,4.986257
4.724594,1.567246,4.986249
4.724811,1.567357,4.986253
4.725102,1.567371,4.98611
4.725351,1.567439,4.986067
4.725553,1.567505,4.986013
4.725801,1.567538,4.985988
4.725967,1.567512,4.985982
4.726253,1.567502,4.985975
4.726613,1.567278,4.985751
4.726789,1.567182,4.98577
4.727162,1.567114,4.985764
4.727544,1.566927,4.985524
4.727781,1.566847,4.985433
4.728138,1.566736,4.985357
4.72842,1.566673,4.985338
4.728749,1.566508,4.985287
4.729014,1.566314,4.98526
4.729294,1.566118,4.985181
4.729486,1.565955,4.985117
4.729684,1.565832,4.985057
4.729938,1.565638,4.984887
4.730147,1.56553,4.984858
4.730361,1.565502,4.984797
4.730544,1.565468,4.984709
4.730749,1.565504,4.984555
4.730846,1.565527,4.984489
4.73097,1.56559,4.984451
4.731072,1.565679,4.984409
4.731064,1.565725,4.984309
4.731113,1.56581,4.984318
4.731338,1.565881,4.984237
4.731454,1.565867,4.984237
4.731525,1.565893,4.984249
4.731628,1.565895,4.984227
4.731688,1.565893,4.984217
4.731659,1.56611,4.984449
4.731691,1.566117,4.984479
4.731774,1.566165,4.984501
4.731869,1.566135,4.984462
4.731867,1.566122,4.984488
4.731947,1.566082,4.984518
4.732047,1.565945,4.984477
4.732124,1.565904,4.984462
4.732157,1.565819,4.984516
4.732213,1.565646,4.984503
4.73218,1.565571,4.984522
4.732193,1.565474,4.984551
4.732213,1.565383,4.984575
4.732219,1.5653,4.984633
4.73217,1.565214,4.984685
4.732137,1.565116,4.984746
4.732151,1.565091,4.98475
4.732096,1.565081,4.984804
4.732115,1.565078,4.984849
4.732051,1.565114,4.984922
4.732005,1.565137,4.985035
4.731894,1.565259,4.985253
4.731842,1.565324,4.985371
4.731732,1.565363,4.985517
4.731505,1.565476,4.985754
4.731388,1.565526,4.985979
4.73129,1.565615,4.986106
4.731237,1.565562,4.986083
4.731156,1.565654,4.986228
4.731021,1.565765,4.986298
4.73084,1.565929,4.98653
4.730766,1.565986,4.986679
4.73067,1.566032,4.986806
4.730535,1.56609,4.986942
4.730421,1.566109,4.987138
4.730345,1.566144,4.987267
4.73032,1.566072,4.987235
4.730248,1.566073,4.987313
4.730161,1.566037,4.987381
4.730064,1.565985,4.987526
4.729972,1.565869,4.987656
4.729835,1.565783,4.987732
4.72985,1.565663,4.987755
4.729811,1.565631,4.987825
4.729647,1.565581,4.987838
4.729659,1.565606,4.987944
4.72962,1.565603,4.988028
4.729683,1.565601,4.988174
4.729672,1.565523,4.988212
4.729686,1.565578,4.988254
4.729694,1.565579,4.98836
4.72983,1.565538,4.988359
4.729868,1.565584,4.988407
4.72992,1.565619,4.988509
4.729812,1.565845,4.988812
4.729863,1.565976,4.988916
4.729922,1.566114,4.989101
4.729935,1.566232,4.989229
4.730043,1.566423,4.989222
4.730128,1.566572,4.989316
4.730131,1.566811,4.989519
4.730213,1.566946,4.989632
4.730395,1.567011,4.989619
4.730454,1.567135,4.989666
4.730579,1.567295,4.989649
4.730629,1.567295,4.989447
4.730714,1.567424,4.989403
4.730789,1.567428,4.989413
4.730967,1.567449,4.989394
4.731105,1.567424,4.989247
4.731142,1.567358,4.989219
4.731149,1.567412,4.989221
4.731251,1.567397,4.989103
4.731288,1.567355,4.98903
4.731368,1.56731,4.988882
4.731335,1.567245,4.98876
4.73135,1.567147,4.988713
4.731416,1.56704,4.988557
4.731396,1.566993,4.988503
4.731398,1.566997,4.988405
4.731358,1.56699,4.9883
4.731331,1.567007,4.98831
4.731274,1.567022,4.988438
4.731188,1.567084,4.988531
4.731232,1.567225,4.988771
4.731191,1.567254,4.98901
4.731204,1.56732,4.989281
4.731173,1.567438,4.989579
4.73124,1.567612,4.98975
4.731313,1.567791,4.989964
4.731449,1.567924,4.990185
4.731428,1.567939,4.990472
4.731371,1.567928,4.990905
4.731172,1.567821,4.991283
4.731005,1.56763,4.99177
4.730709,1.567515,4.992271
4.730501,1.567277,4.992724
4.730323,1.567027,4.993197
4.730159,1.566765,4.993609
4.729931,1.566478,4.994093
4.729628,1.566128,4.994674
4.729258,1.565869,4.995349
4.728984,1.56555,4.995952
4.728621,1.565256,4.996566
4.72818,1.564979,4.997087
4.727758,1.564703,4.997687
4.727376,1.564378,4.998285
4.727041,1.564011,4.998839
4.726536,1.563626,4.999431
4.726057,1.563213,5.000071
4.72557,1.562897,5.000741
4.725074,1.562566,5.00129
4.724599,1.562286,5.001801
4.724147,1.56194,5.002106
4.723776,1.561687,5.002537
4.723309,1.56142,5.002944
4.722876,1.561113,5.003273
4.722395,1.560868,5.003613
4.721832,1.560692,5.003747
4.72132,1.560602,5.004034
4.72085,1.560527,5.004179
4.720435,1.560481,5.004234
4.720008,1.560344,5.004341
4.719536,1.560251,5.00445
4.719077,1.560193,5.004495
4.718578,1.560149,5.004429
4.718056,1.560175,5.004404
4.717572,1.560156,5.004447
4.717039,1.560154,5.004462
4.716497,1.560079,5.004404
4.715977,1.56004,5.004353
4.715347,1.560255,5.004486
4.714909,1.56031,5.004404
4.714267,1.560383,5.004181
4.713771,1.560321,5.003924
4.713261,1.560352,5.00377
4.712696,1.560392,5.003613
4.712231,1.56027,5.003398
4.711778,1.560311,5.003258
4.711386,1.560432,5.003
4.710995,1.560541,5.002823
4.710648,1.560642,5.002594
4.71037,1.56071,5.002447
4.710002,1.560862,5.002361
4.709733,1.560975,5.002144
4.709558,1.561096,5.002081
4.70935,1.561226,5.002055
4.709157,1.561261,5.002053
4.709069,1.561375,5.001982
4.708821,1.561458,5.002171
4.708584,1.561371,5.002404
4.708404,1.561286,5.002609
4.708261,1.561139,5.00281
4.708091,1.561001,5.003053
4.707939,1.560927,5.003351
4.707859,1.560887,5.003617
4.707786,1.560837,5.003837
4.707761,1.56077,5.004086
4.707795,1.560615,5.004192
4.707704,1.560592,5.004408
4.707651,1.5606,5.004563
4.707523,1.560714,5.004907
4.707538,1.560765,5.005121
4.707544,1.560765,5.00542
4.707517,1.560719,5.005647
4.707488,1.560765,5.005962
4.70746,1.560819,5.006304
4.707373,1.560987,5.006741
4.707394,1.561078,5.007039
4.707338,1.561203,5.007312
4.707325,1.56137,5.007632
4.707419,1.561553,5.007978
4.707475,1.561749,5.008276
4.707468,1.561932,5.008562
4.707665,1.562121,5.008851
4.707725,1.562275,5.009123
4.70778,1.562353,5.009315
4.707875,1.56249,5.009528
4.707833,1.562527,5.00971
4.707894,1.562529,5.009813
4.707993,1.562677,5.009838
4.708086,1.562794,5.00993
4.708038,1.563046,5.010146
4.708019,1.563098,5.010207
